0x90e8, 0xa003
0xdaf4, 0x1a9
0x9953, 0x9962
0xb419, 0x25ac
0xdc51, 0x49ad
0x407c, 0xc7fe
0x6e6e, 0xa7c2
0x8ad4, 0xc896
0x6aa5, 0xb12c
0x6639, 0x4639
0x6337, 0xffa
0x4016, 0xcbf
0xc595, 0x26b1
0xbb66, 0x26cf
0x7cd2, 0x7bf8
0xff7a, 0x6119
0x85d6, 0xc8d
0x9a58, 0x9549
0xba37, 0xeb1f
0xa71a, 0x87bf
0xda04, 0x4026
0xcaca, 0x8069
0xf6e6, 0xa68a
0x983d, 0x26b8
0x313c, 0x7409
0xd261, 0xb34c
0xa507, 0xa307
0x6010, 0x801b
0x4536, 0x895d
0x2d60, 0x2fa0
0xa34, 0xb4ef
0x80e9, 0x5332
0xabc4, 0x9280
0x94bd, 0xa445
0x10f, 0x647a
0x4f32, 0x2fa3
0x29da, 0x8586
0x6da8, 0x5d1a
0x4b7e, 0x762e
0x3be5, 0xbff2
0x3c1, 0xaf0e
0xe042, 0x9408
0xa456, 0x2f21
0xbed, 0x36d3
0x6ad9, 0x3cc4
0x8aad, 0x50d0
0x3908, 0x9c6d
0x65e6, 0xdea9
0x531c, 0x1680
0x3298, 0x30b6
0x98e2, 0xad02
0x2fe3, 0x36e5
0x3723, 0x4255
0xb1c8, 0xa4cd
0x8a27, 0x8f42
0x456a, 0x45aa
0x8e58, 0xe7dc
0xa2ed, 0x19c9
0x687b, 0xa864
0xa79, 0xf64e
0x2e50, 0xb664
0xb6, 0x589d
0x3430, 0xded6
0xb3ad, 0x78cc
0xe63f, 0xdc25
0xc3de, 0xb374
0x3e5f, 0x2f75
0xa45b, 0x84a5
0x8b64, 0xc608
0x7644, 0x42a3
0xe910, 0xdebc
0x24ee, 0xa4ee
0x3423, 0xb1fe
0x3112, 0x3692
0x4d3e, 0xf6fd
0x439c, 0xdf54
0x3a3f, 0x785e
0xa538, 0x3ab8
0x7bad, 0xc1cc
0x54dc, 0x947e
0x29dd, 0xead8
0x467a, 0x8272
0x609a, 0x800
0xcffc, 0x2120
0xfc05, 0xd6de
0xba5c, 0x211b
0xaa96, 0xdd1b
0xdbae, 0xea6e
0x3ca8, 0x3068
0xeba6, 0xca76
0x6574, 0x5d04
0x4891, 0xe8e9
0x67c0, 0x140
0xcea7, 0x11c5
0xf22e, 0xb9bf
0x738, 0x292c
0x9aab, 0x69ab
0x3419, 0x8d92
0xad65, 0xada7
0x38d0, 0x8e88
0xed2a, 0x34c1
0xe0ff, 0x77e6
0x69af, 0x9a9
0x2060, 0xb2c6
0xf1aa, 0xa166
0x8947, 0x5915
0xb25, 0x60b5
0xd8c6, 0x1afe
0x9cf, 0x6462
0xad01, 0xafd1
0x9af9, 0xbcb0
0xe34c, 0x2341
0x87c9, 0xf585
0xc5a6, 0xe34d
0xb8c3, 0x2550
0xad8c, 0x978d
0xcf3d, 0x1438
0x187f, 0x584
0xcf18, 0xcf97
0x444f, 0x416f
0xafba, 0x5f1f
0xc3a9, 0x7521
0x5456, 0xff56
0xda8e, 0x53d
0xad33, 0x33
0x642, 0x1203
0x6880, 0xdeb8
0x659d, 0x47b7
0x428d, 0x422f
0x46eb, 0x5614
0x59d1, 0x890c
0xad26, 0x9e0c
0xbdb4, 0x34fc
0x3345, 0x1d69
0xdf0d, 0x6c68
0x17a8, 0xf7ce
0x91af, 0xbd95
0x39be, 0xda93
0xfe10, 0xfc24
0xdd74, 0x8403
0x97f3, 0x1a10
0x583, 0xbf65
0x6a9d, 0xb77b
0xfc48, 0xf018
0xd012, 0xe99
0x2f7b, 0xbd
0x5429, 0xdd2
0x8cd8, 0xc68a
0xed88, 0xd2d3
0x7ff6, 0x6a7c
0xed43, 0x6172
0xdeb4, 0x5589
0x9ded, 0x8a3f
0x12, 0x38d5
0xc0d8, 0x2c44
0x185b, 0x14ac
0x83ee, 0x85ee
0x527, 0xf3c9
0x9623, 0x49a9
0x94c4, 0x4b1d
0xd835, 0x989f
0xbbf3, 0x570
0x61e5, 0x6187
0xa814, 0x2277
0x79cc, 0xa5cc
0x77c8, 0x5b14
0x2f42, 0x9fc7
0x7f08, 0x4f0d
0x2d71, 0xd857
0xbfce, 0xdd23
0x2418, 0xce8e
0xe8ab, 0x71c5
0xd5ce, 0x150f
0x902d, 0xc7fa
0x6efc, 0xe6db
0xfa6c, 0xc1cb
0x226c, 0x86ad
0x3a75, 0x9c3b
0xc281, 0x3d8d
0xf5bd, 0x7d5d
0x884b, 0x2874
0xca1f, 0x15ae
0x56a5, 0x8667
0xfaba, 0xb5ae
0x4299, 0xefe3
0xb691, 0xb851
0xb0eb, 0x8e8
0xe264, 0x2575
0xfa2e, 0x872e
0x4eee, 0xe61
0x6af, 0xb4e6
0x9aab, 0x69ab
0xb821, 0xbe21
0x8a37, 0x35e8
0x9c9c, 0x90bc
0xd645, 0xd617
0x19c2, 0xfcfa
0xa89c, 0x25d5
0x63a8, 0xd5b5
0x24eb, 0x57f7
0xd2c3, 0x415f
0x453a, 0x3f6d
0x3da0, 0xcd7c
0x1f24, 0xefeb
0xa79f, 0x5f96
0x499c, 0x49b1
0x38fd, 0xdf64
0xd15, 0x317
0xaba1, 0xaf76
0xe49a, 0xe13a
0x1d47, 0x537c
0x3614, 0x265b
0xb633, 0xeb53
0xe63b, 0x9693
0x3643, 0x3192
0x4b1b, 0x4eab
0x1080, 0x7e80
0xf589, 0xf5e9
0xef56, 0x2338
0x1459, 0xc73f
0xa4bf, 0x699a
0x8a50, 0x40be
0x845f, 0x5006
0x397b, 0x4099
0x839b, 0x6a93
0x8b04, 0x261
0x4d38, 0x7218
0x1d7, 0x6105
0x64b7, 0x8bf2
0xd0db, 0xc4a4
0x6413, 0xd679
0xc8f1, 0xe865
0x9c7b, 0xe070
0x762, 0xb8e9
0x7721, 0x382a
0x7f0a, 0x1c1f
0x1cd9, 0xb8b6
0x512b, 0x553b
0x1853, 0x9aa2
0xfc59, 0x19f3
0x5546, 0x92f
0xac15, 0x94bb
0x6c97, 0x6bf5
0x60b4, 0x9760
0x6759, 0x4059
0xef5b, 0xf36d
0x1007, 0x1c07
0x8fa1, 0x1b8b
0xe111, 0x25bf
0x8b7d, 0xb47f
0x824d, 0x8cda
0xc70, 0x802b
0x5091, 0xc72d
0x2083, 0xe2b7
0xb5ab, 0xbf1b
0x9013, 0x5092
0xfebc, 0x17c2
0xc63d, 0xc1ce
0x7880, 0x6f50
0x862c, 0xc6e0
0xef57, 0xcfd4
0x24d6, 0x2b09
0x1f59, 0xcb7b
0x3a1d, 0x87c6
0x113b, 0xd193
0x8021, 0x5089
0x30d0, 0x88d6
0x8ec4, 0xb4b
0x50c1, 0x5894
0x6b2e, 0x6e9f
0x2cf2, 0x20f2
0xd73d, 0x200
0x9b63, 0x482a
0xb8b6, 0x1cd9
0x9aae, 0xca10
0x5cb0, 0xd0b9
0x7bd8, 0xdf8c
0x3cdd, 0xd0d8
0x854b, 0xf1e
0xec7a, 0xcdf
0x26a0, 0xeba0
0x49a, 0xbd66
0x6eb7, 0x583f
0x9892, 0x9ab3
0xbb82, 0x7d59
0x15f7, 0x35c5
0x8226, 0x48b5
0x6c10, 0x13
0xfe5a, 0x3562
0xa1f2, 0xbb95
0xa280, 0x931c
0xd5c2, 0x6156
0x85b2, 0x1a1f
0xec2b, 0xbbab
0xd717, 0x4b2c
0x3ed5, 0xb8d9
0x7c74, 0xc7bd
0x96df, 0x967a
0xfab7, 0xddbb
0x1e4c, 0x5866
0xebd7, 0xeb05
0xdd83, 0xd598
0xbc2c, 0xb07c
0x7d16, 0x2c1
0xc248, 0x87e4
0x1fae, 0x3dbf
0xad37, 0xd8f2
0xdfd1, 0x664d
0x6da2, 0xee6
0x2da8, 0x538
0x96c8, 0x96fd
0x7644, 0x42a3
0xf1de, 0xae55
0x5c29, 0x3d2d
0x1eda, 0x7d9e
0xecbe, 0xeeff
0x976b, 0x6794
0xb858, 0x136c
0x68e2, 0x1d81
0xd67e, 0x8351
0xaa58, 0xbac5
0x958a, 0xf8c9
0xc62e, 0xac1
0xf194, 0x16b
0x2d82, 0xc64
0x1ae7, 0x3a85
0xd105, 0xda3f
0xabc5, 0xdb20
0x74bb, 0x44be
0x3cec, 0x5cb9
0x6f31, 0x7e6a
0xe0b3, 0xf230
0x45cb, 0x7f7e
0xd72a, 0xbf20
0x4076, 0x4c26
0x391b, 0xd910
0x7ec3, 0xa7f5
0xe5fe, 0xedb7
0xf534, 0x63ef
0x72be, 0x23fd
0x295d, 0x4415
0x73b3, 0x72af
0x19d3, 0x539a
0x1178, 0x91d5
0x280a, 0xde19
0x90ed, 0x9682
0xe1a8, 0xf2f2
0xd2bd, 0xa0ae
0xaaaa, 0xa96a
0x38f5, 0xdab9
0x97c, 0x1f
0xc468, 0xacc1
0xcd74, 0x2168
0xc0f5, 0xdc2f
0xcb3a, 0xc9cb
0x8fa7, 0x5f65
0x35e1, 0x33e1
0xd93c, 0xe11e
0x568, 0x85ad
0x50a3, 0xc032
0x77f, 0x4623
0x646f, 0xf3f6
0x5b56, 0x3b2c
0x165, 0x465
0xf6cb, 0xfbfb
0x8686, 0x3bdb
0xcdeb, 0x729f
0x607d, 0xc78
0x66ce, 0x5620
0x4651, 0x4b51
0x5127, 0xc329
0xe451, 0xc12f
0x45b8, 0x4f9d
0xbe58, 0x10df
0xf9c1, 0xf4f4
0x9850, 0x289b
0xcc32, 0xcc52
0x2eb9, 0xf03b
0x6def, 0x589
0x17fd, 0x3ffb
0x6fa7, 0x547
0xa3a0, 0x734e
0x347d, 0x9407
0xfee7, 0xfc58
0xb32d, 0xb52d
0xb2bd, 0xdc58
0x2390, 0x5d11
0x2cb5, 0x94ed
0xe260, 0x2763
0x50d8, 0x8430
0xc561, 0x9dc
0xa9c4, 0x12ac
0x88be, 0x5bff
0x8a34, 0x4a4b
0x448, 0x68b6
0x8605, 0xc0a3
0xa66b, 0x512f
0x8dcb, 0xc9cd
0x9c4b, 0x32ca
0x71af, 0x4fc2
0x6afd, 0xbb9b
0x78da, 0x829
0x7364, 0x7bc2
0xa7d8, 0xa2dd
0x678, 0x58cd
0x7779, 0x644f
0xed08, 0x1cd3
0xc257, 0x9235
0x85a4, 0xcf11
0x77e6, 0xe0ff
0x9ea7, 0x9e65
0xf002, 0x8073
0xbb7f, 0x5e4
0x7635, 0xa620
0x1097, 0x92ed
0xa8e9, 0xa6b2
0x3442, 0xcb14
0xd9af, 0x23ef
0x9258, 0x2203
0xb94c, 0x3cf2
0x1ea7, 0xdb0b
0x89d5, 0x5a05
0xf931, 0x9976
0xffe3, 0xb037
0xe852, 0xee32
0x875, 0x8e75
0x7287, 0x97e3
0x2b4c, 0x60dc
0xd885, 0x5d43
0xb6e4, 0x4e39
0x9578, 0x937d
0x7b46, 0xfb81
0x900c, 0x10b2
0x5db5, 0xf6d7
0xf004, 0x80cb
0x9be9, 0xf891
0x9d4e, 0x5421
0x483, 0xa923
0x21a5, 0x911f
0xeac1, 0x4537
0xd325, 0xb3f9
0xe149, 0x83d4
0x2281, 0x120
0x69d6, 0x590d
0x7f9b, 0xa6fd
0xfaf9, 0x2914
0x9446, 0xee80
0xfabc, 0x5107
0x73a6, 0x832
0x822a, 0x81b3
0xe6ab, 0xb49b
0x5ad6, 0xae8e
0xbae, 0x4500
0xa2ff, 0x1ba6
0xe8ab, 0x71c5
0x577a, 0x97df
0xd42b, 0x7057
0x3276, 0xb7f8
0xd055, 0xfdde
0x4154, 0x4a60
0x4ba2, 0x71cf
0x1501, 0x13d1
0x896f, 0xd92c
0xd5c9, 0x70e3
0xd974, 0xba74
0xfe55, 0x3f78
0xdee0, 0xb8e3
0x680f, 0x5b89
0x14c8, 0xfe5b
0x1c1, 0x7d26
0xf8cf, 0xb37b
0x97, 0x6097
0xc49, 0x5c2c
0x52cb, 0xa123
0x59a3, 0xa932
0x89cc, 0x93d9
0x34d5, 0xc12d
0x889f, 0xa8b9
0x6ced, 0x833e
0xde48, 0xeed8
0x4772, 0x2b72
0x54bb, 0x580d
0xf6d8, 0x16a2
0x1e19, 0x8d
0xb96b, 0x95a6
0xe549, 0xa52c
0x5308, 0x550d
0xb224, 0x267a
0x6ce1, 0xa8b8
0xc8dc, 0x2e46
0xe317, 0xb6f1
0x3161, 0xbfd2
0xc035, 0x9037
0x78a1, 0x8fb
0x5259, 0x17c1
0xd20, 0x5451
0x5d11, 0x2390
0x924, 0xb3df
0x9470, 0x8b2d
0xed1f, 0xbd7a
0xd662, 0xee53
0xb91, 0x691
0x62a4, 0xd68f
0x3773, 0xa199
0xaa56, 0xea17
0x42eb, 0x4b3c
0xd491, 0x49fd
0x73de, 0x4fe3
0x1cb6, 0x1506
0xf083, 0xf0e0
0x4ae3, 0x49e3
0x55cc, 0x959a
0xb5a8, 0x6741
0x4f03, 0x5d71
0x9b04, 0xa986
0xcb97, 0xc0b3
0x6429, 0x7b13
0xa808, 0xa80d
0x16df, 0xd685
0xe42e, 0xc9fe
0xe88a, 0x6008
0x9fea, 0xcf08
0x41ed, 0x2774
0x8eb3, 0x1ee8
0xff7b, 0xce2e
0xa97a, 0xe0bf
0xf1e, 0x854b
0x958e, 0x1a20
0x8b2e, 0x5bc3
0xb59e, 0xb59b
0x7229, 0xfba1
0x2582, 0x3f5e
0x571b, 0x8263
0x47d3, 0x1a5f
0x4920, 0x6d46
0xdd19, 0xcfba
0x9459, 0x9c31
0x4130, 0x47ff
0x34d2, 0x47fd
0x8805, 0xb589
0x15f9, 0xae30
0x43e3, 0x37bf
0x5bb6, 0x60db
0xb0e, 0x8e0e
0x665b, 0xa4e5
0xeeb4, 0xee40
0xbff8, 0xdff8
0xc817, 0x9b6f
0x8f8a, 0x18db
0xdccb, 0x7a55
0x4b2a, 0x721f
0x3636, 0x8b6f
0xe811, 0xee41
0xfac9, 0xac33
0x19d7, 0x6c47
0xb123, 0xdbfa
0xc250, 0x9233
0x27b0, 0x814c
0xd4c5, 0x363d
0xf654, 0xfb34
0xe208, 0xae66
0x202f, 0xab41
0x6722, 0x6bd9
0xc385, 0xa5c5
0x8128, 0xfa91
0x6fc8, 0xee56
0xa3d2, 0x9c0a
0x1509, 0xcb7e
0xdb00, 0x24f0
0x9ee5, 0xf13e
0x22b1, 0xca95
0x7b0b, 0x60d4
0xb9db, 0x3a80
0xcdf2, 0x376
0x98d4, 0xa86b
0x3079, 0xc873
0xf8ca, 0xd1a4
0xefda, 0x6f29
0x1133, 0x319b
0x80e0, 0x583a
0x5201, 0x5812
0x827f, 0x3bd4
0xe8ca, 0xe8f6
0x24dc, 0x60e
0x1ee1, 0x3dfa
0xae91, 0xcbef
0x442f, 0x4790
0xa47e, 0x17b5
0x8186, 0x8dbb
0x8d0, 0xbb8
0x3253, 0xd050
0x3c0f, 0xc016
0xf525, 0xc753
0x395c, 0xfa76
0xd71, 0xa720
0x7883, 0xa015
0x9291, 0xf2c6
0xd9, 0xe07a
0xf5f, 0x468f
0xd686, 0xdb8a
0x8961, 0xcb69
0x2329, 0x831d
0x7eb2, 0x7892
0x9096, 0xadfb
0xa62e, 0xa63f
0x8001, 0xec1a
0x7916, 0x39dc
0xdf3f, 0x92ae
0x71f1, 0xc56
0x3984, 0x3ae4
0xf3e4, 0xf382
0x2551, 0x736e
0xd26d, 0x3a9d
0xd8e6, 0x13c9
0x819e, 0x8fdd
0x5dbf, 0x76d9
0x6481, 0xfc3d
0x694b, 0xd152
0x66bc, 0xd6fb
0x61fc, 0x6a44
0xd22e, 0xd27b
0x2475, 0x4e2b
0x41f7, 0xe83c
0x32d3, 0x86da
0xfa2c, 0x35fd
0x40f7, 0x795b
0x9a75, 0x9a27
0x6ed2, 0x8041
0xeeba, 0xe1f
0xa88a, 0x8ecf
0x9bad, 0xa4a1
0x70f3, 0x865c
0xfb89, 0x8ca7
0xf1ff, 0xf29b
0x414c, 0x5881
0x5264, 0xd64f
0x708b, 0x5b01
0xe603, 0x6672
0x7cb3, 0x4a29
0x9512, 0x39f
0x8934, 0x7a60
0xe00d, 0x21cf
0xa2af, 0x6316
0xba44, 0x189c
0x9a99, 0xab36
0x3867, 0x3ea7
0x3cbb, 0xea25
0x5ee6, 0xae6
0xde56, 0x3b5d
0x414b, 0x65e2
0xae10, 0xac24
0x57ac, 0xed04
0x5fe9, 0x8f07
0x1215, 0x284a
0x75b9, 0x479e
0x75b3, 0x7d30
0x31c5, 0xb1f7
0xc64a, 0x2dd4
0x1aec, 0x1207
0x3ef8, 0x5468
0x3eec, 0x1e81
0x7d3f, 0x925c
0x1c8, 0x102e
0xb13d, 0xe668
0xc8c6, 0xeab1
0x4b, 0xc534
0xc07, 0x5015
0x7991, 0x39c6
0xed64, 0x55c3
0x96dc, 0xc0da
0x8cc6, 0xe0b1
0x9bf3, 0x35df
0x2419, 0xe16f
0x7154, 0x7a1b
0x669e, 0x7805
0xf8c4, 0x8799
0x22ea, 0x228a
0xfd27, 0x97bb
0xbf95, 0x9169
0x90a6, 0xd481
0xf9f2, 0x4a9d
0xde18, 0x5e48
0x90ea, 0x9c8a
0xa603, 0x8642
0x7ac5, 0x75ab
0x1274, 0xd161
0xc192, 0x1413
0x1067, 0x4798
0xa4d1, 0xa101
0x8659, 0x2870
0x8d4f, 0x6c57
0xfdb9, 0xf103
0x116, 0x2d0
0x44cd, 0x4be8
0x4976, 0x1991
0x9748, 0x9031
0xa848, 0x155c
0x5808, 0x1b45
0xedcf, 0xefc9
0xd2c1, 0xd2fc
0x48ea, 0xd0dd
0xbc23, 0x49bf
0x6e62, 0x3883
0xb2d9, 0x278c
0x43d2, 0xcba0
0x15c, 0x9f9
0x9f90, 0xf31a
0x8c39, 0xbbac
0xd9fb, 0xd47e
0x4a83, 0x7ae0
0xcfba, 0xdd19
0xb4db, 0xd9eb
0x9869, 0x287c
0x767c, 0xe545
0x2f26, 0x4d0f
0xa00f, 0x804a
0x8289, 0x8005
0x10fc, 0xf805
0x1da2, 0x1361
0x910, 0x11bc
0x1ad9, 0x485b
0x2314, 0x9df9
0xf93c, 0x1579
0xd21, 0x1198
0x6794, 0x976b
0x730c, 0xd2c4
0xae2, 0xb467
0xc494, 0x1443
0x4ef5, 0xd3b9
0x8a93, 0x83da
0x8af0, 0x473e
0x87f, 0x4e0a
0xcc8c, 0xf0df
0x26e8, 0x268d
0xd8fd, 0x4561
0x60a5, 0x96e2
0xcbcd, 0xc4f7
0x5e2, 0x71ae
0xedbc, 0x77be
0x1dd, 0x8918
0xe12a, 0x4e5b
0xe2d7, 0xc9d1
0x3540, 0x336b
0x1309, 0x9fc
0x98bf, 0x38b9
0xf277, 0xa00d
0x85c9, 0xb283
0x1ac9, 0xdcff
0x6b55, 0x8b99
0x5310, 0x53ae
0x8232, 0x8252
0x8ec8, 0xf96c
0x4a5, 0xebf7
0x3794, 0xb18c
0x2cc5, 0xf343
0xa9ba, 0xa802
0x3666, 0x16aa
0x5e12, 0xa260
0x4620, 0x4681
0x362c, 0x5ed3
0x6b60, 0x6613
0x81e5, 0x2487
0xe7dd, 0x9e01
0x1bde, 0x160e
0x2990, 0xea44
0x7564, 0x46c2
0x9622, 0xa2f1
0x252, 0x232
0x8542, 0x8cd9
0x29b2, 0xd943
0xadc8, 0x6d51
0xb457, 0xbd17
0xdcaf, 0xdc69
0x4d04, 0xeb84
0x15bc, 0x13bc
0x1027, 0x45f5
0xb34, 0x6a32
0x73d5, 0xce07
0x4bd6, 0x447a
0xce92, 0xce13
0x861d, 0xfb15
0x275b, 0x223b
0x605, 0x9a6a
0xc676, 0xf0b5
0x7f82, 0x7d84
0x7090, 0x7c93
0xeeeb, 0x260e
0xee3e, 0xdea1
0x9760, 0x60b4
0x3729, 0xcbfe
0x28f8, 0xe5d2
0xe55, 0x343
0xfb2e, 0x1762
0x403c, 0x181f
0x5253, 0xd82f
0xa07, 0x6907
0xa619, 0x5646
0x90fa, 0x7e9
0x69c5, 0xa072
0x7d02, 0xebe2
0x2fc2, 0xe41a
0xbaa8, 0x44dc
0x799a, 0x8d1e
0x90fe, 0xc070
0x2bf7, 0x26c7
0x847b, 0xd968
0x7147, 0x79a7
0x8f75, 0x9d0d
0xb58a, 0x3ded
0x4f8c, 0x166c
0x3941, 0xd304
0x659, 0xb262
0xcd35, 0x6d4
0xa021, 0xa2ab
0x9fd1, 0x9e09
0xcfc, 0x5ee7
0xc44e, 0x34b1
0x5326, 0xbe57
0x9eb5, 0xce97
0x5abb, 0x59bb
0xf2a4, 0x3bf0
0x4bd5, 0x93e1
0xecc, 0x2118
0xaba5, 0x5ae5
0x358e, 0x8567
0xf8c3, 0xc2df
0xadab, 0x6f0f
0xa79b, 0x86c0
0xb59f, 0x35fe
0xeee9, 0xb0c2
0x108b, 0x81b7
0xe63d, 0x2658
0x4921, 0x4a21
0x5812, 0x5201
0x6975, 0xeb66
0x6196, 0x1dc1
0x2e91, 0x2eb1
0xd12e, 0x7c55
0x61b9, 0xd243
0x517d, 0xeadf
0xcb5, 0x7b65
0x377b, 0x41b1
0x19ed, 0x118a
0xaf96, 0xdfc1
0xb0f6, 0xe7a0
0x1a2e, 0x2a3c
0xf372, 0xff2c
0x372d, 0x1228
0x1d88, 0xd1da
0xac36, 0x7add
0xa797, 0x983b
0xe5af, 0xe90b
0xc32c, 0x576
0xfe3a, 0x35a2
0xccd3, 0xf3ac
0x5582, 0x1b29
0x82e3, 0x87de
0x2b63, 0xd852
0x3b78, 0x380f
0x6b59, 0x9843
0x3672, 0xdd6c
0xa32c, 0xe349
0x85e0, 0x4d9a
0x44ab, 0x492
0xcaa2, 0x9a33
0x28ec, 0x486b
0xb47b, 0xdade
0x408, 0x33b
0x85ed, 0x83ed
0x342b, 0xf797
0xfe8, 0x26d5
0xa1aa, 0xa46a
0xf514, 0x8c14
0x4b8f, 0xb1df
0x5844, 0x5aed
0x9832, 0x9e34
0x66dd, 0x830a
0xb6b4, 0xdb8f
0xbf59, 0xdddf
0x1422, 0xa642
0x86d3, 0x8e83
0xc7de, 0xc221
0xadaa, 0xaf6a
0xb60e, 0x7291
0xc, 0xd4fc
0x4b1f, 0xb772
0x2b8f, 0xf56a
0x9b8c, 0x442
0x3c6b, 0x8a9f
0xedd1, 0xed0c
0x30a7, 0xfbc4
0x3090, 0x35b0
0xac60, 0x7c4e
0x4e5f, 0xce39
0x2f97, 0xe0fc
0xd0f7, 0x98fb
0x6c56, 0xc3a
0xb49a, 0x3d5d
0xfc59, 0x19f3
0xdfb2, 0x983f
0x3afb, 0xfc9f
0xafee, 0x7cc2
0xcb17, 0xcfcc
0x25c3, 0xee4
0xf55b, 0x54ab
0x9d35, 0x923d
0x6823, 0x4e42
0xc2d0, 0x9272
0x95cc, 0x9fc2
0x65b4, 0x9dd5
0xcd1, 0xc06a
0x56ab, 0x5b40
0x7e62, 0xc033
0x40ef, 0x4c8f
0xc762, 0xe39b
0x2775, 0x8639
0x74fd, 0x44fd
0xc23c, 0x27df
0x9a2c, 0xe421
0x1113, 0x1490
0x6781, 0xfd06
0xcbef, 0xae91
0x7845, 0x5e25
0x180b, 0x16af
0xe202, 0xdd0a
0xa13a, 0x8d28
0xd2d1, 0x734c
0x5e82, 0x5b1a
0xffb3, 0x3b79
0xcf97, 0xcf18
0x3c73, 0x851f
0x32c8, 0x4104
0xbfc3, 0x478a
0x5d4a, 0x5492
0xc9c8, 0x19fd
0x4131, 0xb7c0
0x657c, 0x955a
0xdd5b, 0xbd3e
0x1f10, 0x21ad
0x89f2, 0x2363
0x9b24, 0x6b6b
0xca2a, 0xb987
0x4152, 0x163
0x3e11, 0xa8e6
0x817d, 0x71e9
0x8c78, 0x507d
0x7452, 0x6463
0x740b, 0x710b
0xacd8, 0xa730
0x99cf, 0x29be
0xb83a, 0x548c
0x86c0, 0xa79b
0xc76, 0x90b1
0x1d90, 0x32b3
0xc0f3, 0xb631
0x72dc, 0x8d38
0xd684, 0xd294
0x7b8a, 0x8e30
0x1fe6, 0x6ea7
0x60b0, 0x9630
0x17f0, 0x5ba8
0x3bbe, 0x6cb0
0x66d1, 0xb378
0xf750, 0xf733
0x9b0c, 0x5f84
0x57f8, 0x8b84
0xd4dd, 0x1a0d
0x69ac, 0x4f69
0x8563, 0xf5f2
0xe08a, 0xec86
0xedf, 0x5e05
0x624c, 0xd346
0x8ab7, 0x83f5
0xae52, 0xd97a
0xb04b, 0x5fe7
0x773e, 0xa72f
0x6296, 0x863d
0xe439, 0x4b03
0xacac, 0xabaa
0x6913, 0x7992
0x2524, 0xdf4b
0xa99f, 0x4674
0x54fc, 0xd449
0xc3da, 0x9118
0x1de5, 0xf67f
0x854a, 0xe5c5
0xf12e, 0x6a31
0x26eb, 0x8624
0x89f5, 0x6961
0x57f4, 0x49
0x53ae, 0x5310
0xaf80, 0x1fb8
0xfc0, 0xe3f9
0x8557, 0xcb58
0x4b14, 0xb20
0xa572, 0xfa49
0x6bb5, 0x656b
0xb94b, 0xee1b
0xf9a0, 0x4aa3
0xa90c, 0x40b2
0xc103, 0x7158
0x2f3a, 0xdfaf
0x2560, 0x5b8f
0x8344, 0x9393
0x8dd, 0x3ee3
0x724a, 0x29f
0xfdba, 0x121f
0x1683, 0x8d64
0xe0d0, 0x20c1
0xbdd3, 0xb5f4
0x52dc, 0x3c1b
0x9c80, 0x9d04
0x8c71, 0x6e94
0x697, 0xbc6c
0xe3c9, 0xe5cf
0x3f16, 0x8bd4
0xf301, 0x7346
0x3405, 0xf134
0x9796, 0x9f9f
0xeec6, 0xd384
0x4516, 0x716a
0x5528, 0xf1c2
0xe44f, 0xc4a5
0x842c, 0x3fd7
0xfd2f, 0x831
0x9cd5, 0x9c07
0xdf4b, 0x2524
0x8ade, 0x340b
0xcfac, 0x9f61
0x787a, 0xcb9c
0xd617, 0xd645
0x8beb, 0x77e7
0x7ef0, 0x9ac7
0x71cf, 0x4ba2
0x30a4, 0x3124
0x438d, 0xd8cc
0xf7df, 0x228c
0xf8c6, 0xfef6
0x5b6b, 0x417b
0x5963, 0xa952
0x6f01, 0xc1a5
0x6485, 0x8095
0x7f41, 0x16d4
0xf4fc, 0x8dc8
0x6b42, 0x377a
0x6caa, 0x57ed
0xf4c, 0x6f11
0xbf93, 0x7bda
0x89de, 0x8fb8
0x3347, 0xb435
0x5ba5, 0x18c
0xfcb2, 0xf2d5
0xf9e4, 0x77ca
0xb73f, 0x86e7
0x4797, 0x6958
0x7d0, 0x9702
0x2433, 0x2450
0x704, 0xbfa4
0xcf1f, 0x7ffc
0xe8c6, 0x7548
0xf605, 0xfcd3
0x5da6, 0x546
0xdb68, 0x44a8
0x2017, 0xccaf
0x8a75, 0x9618
0x684a, 0x784f
0xbbba, 0x1f88
0x5e74, 0x9e00
0xa98, 0xabd
0x6481, 0xfc3d
0xeb84, 0x4d04
0xfdcf, 0xc750
0xe66e, 0xb1bb
0xc64e, 0xc6b1
0xeca3, 0x2260
0x4627, 0x5af1
0x7203, 0x7b92
0xd7a6, 0xca26
0x163d, 0x34f7
0xe853, 0xd150
0x42b5, 0xdcfb
0xa79c, 0xec76
0x3bd, 0x5936
0xbb10, 0xe4b3
0x9aec, 0x1c85
0xcd0b, 0x1483
0x3ede, 0x38de
0xc05a, 0xcf99
0xe57a, 0x730f
0x4810, 0x28d4
0x1dd8, 0x33da
0x73b2, 0xe343
0x7e19, 0x84a
0x86f2, 0x8a55
0x20d, 0x8a5b
0x59a4, 0x8339
0x8207, 0x3418
0x1fe9, 0xcf60
0xab4b, 0x8f82
0xbbaf, 0x7450
0x632, 0x652
0x8bb0, 0x42aa
0xa9cc, 0x83cd
0x9ea3, 0x9e32
0x1cf5, 0xb9c5
0xe7d6, 0x7dd2
0x933, 0x6cdd
0x6ea4, 0x5618
0xb71, 0x9b98
0x9e5f, 0xecac
